;param_bootstrap;param_class_weight;param_criterion;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;mean_test_score;std_test_score;mean_train_score;std_train_score
510;True;balanced;gini;;auto;4;10;100;0.7749478789972061;0.06008720380501361;0.8850534738198801;0.0044725628683003026
498;True;balanced;gini;;auto;2;5;100;0.7748007430062025;0.05850432877913827;0.9405254880523671;0.0031009087532418936
525;True;balanced;gini;;sqrt;2;5;100;0.7748007430062025;0.05850432877913827;0.9405254880523671;0.0031009087532418936
776;True;balanced;entropy;;sqrt;4;2;300;0.7745960423929177;0.06240736929642473;0.8920525625612885;0.0030695593749543587
779;True;balanced;entropy;;sqrt;4;5;300;0.7745960423929177;0.06240736929642473;0.8920525625612885;0.0030695593749543587
749;True;balanced;entropy;;auto;4;2;300;0.7745960423929177;0.06240736929642473;0.8920525625612885;0.0030695593749543587
752;True;balanced;entropy;;auto;4;5;300;0.7745960423929177;0.06240736929642473;0.8920525625612885;0.0030695593749543587
505;True;balanced;gini;;auto;4;2;200;0.7744618766445835;0.061757403633538856;0.8904154449160002;0.0037544097913622208
535;True;balanced;gini;;sqrt;4;5;200;0.7744618766445835;0.061757403633538856;0.8904154449160002;0.0037544097913622208
532;True;balanced;gini;;sqrt;4;2;200;0.7744618766445835;0.061757403633538856;0.8904154449160002;0.0037544097913622208
508;True;balanced;gini;;auto;4;5;200;0.7744618766445835;0.061757403633538856;0.8904154449160002;0.0037544097913622208
563;True;balanced;gini;;log2;4;5;300;0.7744305881299367;0.061886538064932876;0.883204212947082;0.003851351962258134
560;True;balanced;gini;;log2;4;2;300;0.7744305881299367;0.061886538064932876;0.883204212947082;0.003851351962258134
1753;False;balanced;entropy;;sqrt;4;10;200;0.7743998519719618;0.058279977772712516;0.9347971605127336;0.0034238166536843724
1726;False;balanced;entropy;;auto;4;10;200;0.7743998519719618;0.058279977772712516;0.9347971605127336;0.0034238166536843724
556;True;balanced;gini;;log2;2;10;200;0.7743802372944479;0.0630065585356372;0.9064219377704916;0.0026067412185122327
553;True;balanced;gini;;log2;2;5;200;0.7743249475370348;0.062165635364762946;0.9336399478882894;0.0024880956742343355
916;True;balanced;entropy;10;auto;4;10;200;0.7742283811107071;0.058389306846943274;0.8544373467221325;0.004075324506031082
943;True;balanced;entropy;10;sqrt;4;10;200;0.7742283811107071;0.058389306846943274;0.8544373467221325;0.004075324506031082
492;True;balanced;gini;;auto;1;10;100;0.774202114295752;0.0610678832486281;0.9338551934380517;0.0022136602495983334
519;True;balanced;gini;;sqrt;1;10;100;0.774202114295752;0.0610678832486281;0.9338551934380517;0.0022136602495983334
1480;False;balanced;gini;;auto;4;5;200;0.7741306080653972;0.06169167514754218;0.9378776391874645;0.0037950258433010198
1507;False;balanced;gini;;sqrt;4;5;200;0.7741306080653972;0.06169167514754218;0.9378776391874645;0.0037950258433010198
1477;False;balanced;gini;;auto;4;2;200;0.7741306080653972;0.06169167514754218;0.9378776391874645;0.0037950258433010198
1504;False;balanced;gini;;sqrt;4;2;200;0.7741306080653972;0.06169167514754218;0.9378776391874645;0.0037950258433010198
1775;False;balanced;entropy;;log2;4;2;300;0.7739975469380979;0.06039003758721471;0.9296291663451861;0.0030747310907688224
1778;False;balanced;entropy;;log2;4;5;300;0.7739975469380979;0.06039003758721471;0.9296291663451861;0.0030747310907688224
1536;False;balanced;gini;;log2;4;10;100;0.7739764120672674;0.05809958485167285;0.9213283483344783;0.002993624713595318
538;True;balanced;gini;;sqrt;4;10;200;0.7739533475633205;0.05859441054906348;0.8849330495331232;0.003280116151191705
511;True;balanced;gini;;auto;4;10;200;0.7739533475633205;0.05859441054906348;0.8849330495331232;0.003280116151191705
1633;False;balanced;gini;10;auto;2;5;200;0.7738628140559073;0.06272539538841831;0.895786652390753;0.003723686720083753
1660;False;balanced;gini;10;sqrt;2;5;200;0.7738628140559073;0.06272539538841831;0.895786652390753;0.003723686720083753
685;True;balanced;gini;10;sqrt;2;2;200;0.7737925157148601;0.0636544316900722;0.8801389303210065;0.004216174301589913
658;True;balanced;gini;10;auto;2;2;200;0.7737925157148601;0.0636544316900722;0.8801389303210065;0.004216174301589913
1776;False;balanced;entropy;;log2;4;5;100;0.7737901665387614;0.058550750792014286;0.9288854558331041;0.0030906380904577807
1773;False;balanced;entropy;;log2;4;2;100;0.7737901665387614;0.058550750792014286;0.9288854558331041;0.0030906380904577807
771;True;balanced;entropy;;sqrt;2;10;100;0.7737320206122387;0.060468226901518825;0.9171805775053766;0.0036881874582404576
744;True;balanced;entropy;;auto;2;10;100;0.7737320206122387;0.060468226901518825;0.9171805775053766;0.0036881874582404576
789;True;balanced;entropy;;log2;1;10;100;0.7736208638571649;0.06006145666638838;0.9366063160452283;0.00221709923141472
737;True;balanced;entropy;;auto;1;10;300;0.7734500437553781;0.05814630977112391;0.9404792663450513;0.0030689775533476837
764;True;balanced;entropy;;sqrt;1;10;300;0.7734500437553781;0.05814630977112391;0.9404792663450513;0.0030689775533476837
1533;False;balanced;gini;;log2;4;5;100;0.773434058418757;0.05591218536284187;0.9274537764804709;0.0032626510192788768
1530;False;balanced;gini;;log2;4;2;100;0.773434058418757;0.05591218536284187;0.9274537764804709;0.0032626510192788768
1780;False;balanced;entropy;;log2;4;10;200;0.7733847287227213;0.060933380190979936;0.924189825863835;0.003307820093666792
1538;False;balanced;gini;;log2;4;10;300;0.7733489564084064;0.06051590960651686;0.9217136645525988;0.004441219984577378
1708;False;balanced;entropy;;auto;1;10;200;0.7733199144123215;0.05895608477698311;0.9871898272305503;0.0012855794460372688
1735;False;balanced;entropy;;sqrt;1;10;200;0.7733199144123215;0.05895608477698311;0.9871898272305503;0.0012855794460372688
499;True;balanced;gini;;auto;2;5;200;0.7732117188334495;0.059113672791041384;0.9415381988480629;0.0018011831157450238
526;True;balanced;gini;;sqrt;2;5;200;0.7732117188334495;0.059113672791041384;0.9415381988480629;0.0018011831157450238
1716;False;balanced;entropy;;auto;2;10;100;0.7731885233525516;0.0574342981044057;0.9696386531990477;0.0021047467030005833
1743;False;balanced;entropy;;sqrt;2;10;100;0.7731885233525516;0.0574342981044057;0.9696386531990477;0.0021047467030005833
1528;False;balanced;gini;;log2;2;10;200;0.773112795906792;0.06070320476484838;0.9590116148578129;0.0033970324395968736
507;True;balanced;gini;;auto;4;5;100;0.7730677623280465;0.06177528602271515;0.8890989474671602;0.0039805527517932735
531;True;balanced;gini;;sqrt;4;2;100;0.7730677623280465;0.06177528602271515;0.8890989474671602;0.0039805527517932735
504;True;balanced;gini;;auto;4;2;100;0.7730677623280465;0.06177528602271515;0.8890989474671602;0.0039805527517932735
534;True;balanced;gini;;sqrt;4;5;100;0.7730677623280465;0.06177528602271515;0.8890989474671602;0.0039805527517932735
503;True;balanced;gini;;auto;2;10;300;0.7730245503528297;0.061847385819204154;0.9115238840564931;0.0027871883768854394
530;True;balanced;gini;;sqrt;2;10;300;0.7730245503528297;0.061847385819204154;0.9115238840564931;0.0027871883768854394
808;True;balanced;entropy;;log2;4;10;200;0.7729927444017605;0.05937416447919438;0.8813764582350393;0.0041090325070058074
1774;False;balanced;entropy;;log2;4;2;200;0.7729160942201603;0.0592048292496608;0.9300884456261922;0.00309196378062991
1777;False;balanced;entropy;;log2;4;5;200;0.7729160942201603;0.0592048292496608;0.9300884456261922;0.00309196378062991
1719;False;balanced;entropy;;auto;4;2;100;0.7728936009598604;0.05964061751702677;0.9393443630748015;0.0025365261058151677
1749;False;balanced;entropy;;sqrt;4;5;100;0.7728936009598604;0.05964061751702677;0.9393443630748015;0.0025365261058151677
1746;False;balanced;entropy;;sqrt;4;2;100;0.7728936009598604;0.05964061751702677;0.9393443630748015;0.0025365261058151677
1722;False;balanced;entropy;;auto;4;5;100;0.7728936009598604;0.05964061751702677;0.9393443630748015;0.0025365261058151677
564;True;balanced;gini;;log2;4;10;100;0.7728709862893586;0.06073665159321485;0.8764354556343982;0.0027654833690118957
781;True;balanced;entropy;;sqrt;4;10;200;0.7727401950378542;0.06026074571991416;0.8873269890167002;0.0033098777652598855
754;True;balanced;entropy;;auto;4;10;200;0.7727401950378542;0.06026074571991416;0.8873269890167002;0.0033098777652598855
1484;False;balanced;gini;;auto;4;10;300;0.7726932441265165;0.06253740195675642;0.9310734586088163;0.003705088375426874
1511;False;balanced;gini;;sqrt;4;10;300;0.7726932441265165;0.06253740195675642;0.9310734586088163;0.003705088375426874
1752;False;balanced;entropy;;sqrt;4;10;100;0.7726870205797866;0.05798671784448794;0.9343011059134483;0.0036286987210549628
1725;False;balanced;entropy;;auto;4;10;100;0.7726870205797866;0.05798671784448794;0.9343011059134483;0.0036286987210549628
1505;False;balanced;gini;;sqrt;4;2;300;0.7726717281993818;0.06239939659576948;0.9376872362683816;0.004073499357103782
1478;False;balanced;gini;;auto;4;2;300;0.7726717281993818;0.06239939659576948;0.9376872362683816;0.004073499357103782
1508;False;balanced;gini;;sqrt;4;5;300;0.7726717281993818;0.06239939659576948;0.9376872362683816;0.004073499357103782
1481;False;balanced;gini;;auto;4;5;300;0.7726717281993818;0.06239939659576948;0.9376872362683816;0.004073499357103782
1634;False;balanced;gini;10;auto;2;5;300;0.7725620347887376;0.0644709194750731;0.8955050212573207;0.003734193964538408
1661;False;balanced;gini;10;sqrt;2;5;300;0.7725620347887376;0.0644709194750731;0.8955050212573207;0.003734193964538408
546;True;balanced;gini;;log2;1;10;100;0.7725415945699348;0.0611306268329581;0.9325844476956304;0.003406257896479626
786;True;balanced;entropy;;log2;1;5;100;0.7724795028467966;0.05801717426359203;0.977145155485849;0.0017361711045501811
804;True;balanced;entropy;;log2;4;5;100;0.7724571777007421;0.06303965624846612;0.8848812571878968;0.003213863315917378
801;True;balanced;entropy;;log2;4;2;100;0.7724571777007421;0.06303965624846612;0.8848812571878968;0.003213863315917378
746;True;balanced;entropy;;auto;2;10;300;0.7724354527883698;0.061707472659194386;0.918776732385491;0.003283590245940529
773;True;balanced;entropy;;sqrt;2;10;300;0.7724354527883698;0.061707472659194386;0.918776732385491;0.003283590245940529
792;True;balanced;entropy;;log2;2;2;100;0.7723953543300814;0.058545388782551826;0.940568731476807;0.0032685385770823503
527;True;balanced;gini;;sqrt;2;5;300;0.7723783681053513;0.05824207758761901;0.9417825200279486;0.0013183362820086881
500;True;balanced;gini;;auto;2;5;300;0.7723783681053513;0.05824207758761901;0.9417825200279486;0.0013183362820086881
1537;False;balanced;gini;;log2;4;10;200;0.7723336683625665;0.059749036081896446;0.9216851176105051;0.004074890240385726
1483;False;balanced;gini;;auto;4;10;200;0.7722972895895395;0.06052278235079772;0.9308264036833078;0.0040631476256923794
1510;False;balanced;gini;;sqrt;4;10;200;0.7722972895895395;0.06052278235079772;0.9308264036833078;0.0040631476256923794
520;True;balanced;gini;;sqrt;1;10;200;0.7722827351949724;0.06473329797846429;0.9350977983979301;0.002390572110897816
493;True;balanced;gini;;auto;1;10;200;0.7722827351949724;0.06473329797846429;0.9350977983979301;0.002390572110897816
1771;False;balanced;entropy;;log2;2;10;200;0.7721747782870685;0.055583168439923454;0.9635706075507308;0.003273824515833515
1707;False;balanced;entropy;;auto;1;10;100;0.7721448845896584;0.05623484378664113;0.9870089586617812;0.0012219889854128674
1734;False;balanced;entropy;;sqrt;1;10;100;0.7721448845896584;0.05623484378664113;0.9870089586617812;0.0012219889854128674
1720;False;balanced;entropy;;auto;4;2;200;0.7721389313169599;0.06198737845143017;0.9402915309826294;0.0032140595985159517
1747;False;balanced;entropy;;sqrt;4;2;200;0.7721389313169599;0.06198737845143017;0.9402915309826294;0.0032140595985159517
1750;False;balanced;entropy;;sqrt;4;5;200;0.7721389313169599;0.06198737845143017;0.9402915309826294;0.0032140595985159517
1723;False;balanced;entropy;;auto;4;5;200;0.7721389313169599;0.06198737845143017;0.9402915309826294;0.0032140595985159517
688;True;balanced;gini;10;sqrt;2;5;200;0.7721054147925697;0.06853263059345517;0.8784834991156101;0.0040611023154099755
661;True;balanced;gini;10;auto;2;5;200;0.7721054147925697;0.06853263059345517;0.8784834991156101;0.0040611023154099755
1709;False;balanced;entropy;;auto;1;10;300;0.7720409892984381;0.06228083572681589;0.9874931191011551;0.001186731517623486
1736;False;balanced;entropy;;sqrt;1;10;300;0.7720409892984381;0.06228083572681589;0.9874931191011551;0.001186731517623486
1754;False;balanced;entropy;;sqrt;4;10;300;0.7719679928972081;0.06274015951150301;0.9354766062672951;0.00370210803175643
1727;False;balanced;entropy;;auto;4;10;300;0.7719679928972081;0.06274015951150301;0.9354766062672951;0.00370210803175643
552;True;balanced;gini;;log2;2;5;100;0.7719281317161724;0.058990104469299864;0.9338390720045575;0.0031462923804564478
1466;False;balanced;gini;;auto;1;10;300;0.7718947077915177;0.061105812981112353;0.9851477791335762;0.0009389695337255198
1493;False;balanced;gini;;sqrt;1;10;300;0.7718947077915177;0.061105812981112353;0.9851477791335762;0.0009389695337255198
1664;False;balanced;gini;10;sqrt;2;10;300;0.7716574279454853;0.06549935345239791;0.885048887828724;0.0038701181684658477
1637;False;balanced;gini;10;auto;2;10;300;0.7716574279454853;0.06549935345239791;0.885048887828724;0.0038701181684658477
528;True;balanced;gini;;sqrt;2;10;100;0.7716422445367815;0.06299273420823084;0.9105199096171301;0.0022645678265961512
501;True;balanced;gini;;auto;2;10;100;0.7716422445367815;0.06299273420823084;0.9105199096171301;0.0022645678265961512
565;True;balanced;gini;;log2;4;10;200;0.7716361298684895;0.05942506388456277;0.8781568657459056;0.0034343592006449374
708;True;balanced;gini;10;log2;1;10;100;0.771619715309378;0.0643771127577169;0.8680821271453694;0.0038131514192520006
669;True;balanced;gini;10;auto;4;5;100;0.7715330193478105;0.0660684032226992;0.8591612950649973;0.00455099281705505
666;True;balanced;gini;10;auto;4;2;100;0.7715330193478105;0.0660684032226992;0.8591612950649973;0.00455099281705505
693;True;balanced;gini;10;sqrt;4;2;100;0.7715330193478105;0.0660684032226992;0.8591612950649973;0.00455099281705505
696;True;balanced;gini;10;sqrt;4;5;100;0.7715330193478105;0.0660684032226992;0.8591612950649973;0.00455099281705505
795;True;balanced;entropy;;log2;2;5;100;0.7714026822000678;0.06368275773998436;0.9353617302548869;0.0034463759042555665
741;True;balanced;entropy;;auto;2;5;100;0.7713690101460622;0.05481439970613076;0.9433304083928368;0.003202187634527134
768;True;balanced;entropy;;sqrt;2;5;100;0.7713690101460622;0.05481439970613076;0.9433304083928368;0.003202187634527134
809;True;balanced;entropy;;log2;4;10;300;0.771298860316994;0.05908838710715679;0.881188792169433;0.004544722397984575
548;True;balanced;gini;;log2;1;10;300;0.7712925668074051;0.06391845583448406;0.9352617996498804;0.0034234791150880095
793;True;balanced;entropy;;log2;2;2;200;0.7712573086769927;0.05545438907863493;0.9428831106469915;0.0032654864805489775
807;True;balanced;entropy;;log2;4;10;100;0.7712266988552507;0.06098398122195521;0.8797660718093592;0.0037646169816911855
1761;False;balanced;entropy;;log2;1;10;100;0.7712150323997172;0.05732475164912914;0.9859647471685926;0.0012274603712591984
1745;False;balanced;entropy;;sqrt;2;10;300;0.7711510034218602;0.055551781358812995;0.9698358704835867;0.0020064269825878986
1718;False;balanced;entropy;;auto;2;10;300;0.7711510034218602;0.055551781358812995;0.9698358704835867;0.0020064269825878986
727;True;balanced;gini;10;log2;4;10;200;0.7711189033134279;0.06133714290747534;0.8510901450298183;0.0038520821216466087
1769;False;balanced;entropy;;log2;2;5;300;0.7710116784164562;0.06010942775815146;0.986257881242609;0.0011852328702108101
657;True;balanced;gini;10;auto;2;2;100;0.7710116460675029;0.06261934050278103;0.878727008221421;0.003866088754464181
684;True;balanced;gini;10;sqrt;2;2;100;0.7710116460675029;0.06261934050278103;0.878727008221421;0.003866088754464181
753;True;balanced;entropy;;auto;4;10;100;0.7709890092481574;0.06472541883731556;0.8863828525275805;0.0039011276254488727
780;True;balanced;entropy;;sqrt;4;10;100;0.7709890092481574;0.06472541883731556;0.8863828525275805;0.0039011276254488727
529;True;balanced;gini;;sqrt;2;10;200;0.7709857904568518;0.06291109201857038;0.9106926249026994;0.0034539461243986015
502;True;balanced;gini;;auto;2;10;200;0.7709857904568518;0.06291109201857038;0.9106926249026994;0.0034539461243986015
1772;False;balanced;entropy;;log2;2;10;300;0.7709688527393288;0.058085876501549935;0.9630651843077912;0.0027493056283604384
547;True;balanced;gini;;log2;1;10;200;0.7709586553530604;0.06273429927267672;0.9342302055901301;0.0033218824158972697
726;True;balanced;gini;10;log2;4;10;100;0.7709495577438954;0.06776503954472429;0.8503980130850758;0.0036827886338745277
728;True;balanced;gini;10;log2;4;10;300;0.7709187042271641;0.0635730253429672;0.8515908387274095;0.0038531816774685507
1475;False;balanced;gini;;auto;2;10;300;0.7708979047083222;0.05911470930204359;0.9658887495515577;0.0027145827894565475
1502;False;balanced;gini;;sqrt;2;10;300;0.7708979047083222;0.05911470930204359;0.9658887495515577;0.0027145827894565475
719;True;balanced;gini;10;log2;2;10;300;0.7708645407366703;0.06690238076882139;0.8616949017076794;0.002892546275029496
524;True;balanced;gini;;sqrt;2;2;300;0.7708555442446219;0.05590310111233961;0.9480094814922854;0.002300644650616015
497;True;balanced;gini;;auto;2;2;300;0.7708555442446219;0.05590310111233961;0.9480094814922854;0.002300644650616015
718;True;balanced;gini;10;log2;2;10;200;0.7708546682751134;0.06859771354063231;0.8614866637717933;0.0031686218237875394
698;True;balanced;gini;10;sqrt;4;5;300;0.7708301462397604;0.06278328999703547;0.8601720956322183;0.0036249998876885948
668;True;balanced;gini;10;auto;4;2;300;0.7708301462397604;0.06278328999703547;0.8601720956322183;0.0036249998876885948
695;True;balanced;gini;10;sqrt;4;2;300;0.7708301462397604;0.06278328999703547;0.8601720956322183;0.0036249998876885948
671;True;balanced;gini;10;auto;4;5;300;0.7708301462397604;0.06278328999703547;0.8601720956322183;0.0036249998876885948
748;True;balanced;entropy;;auto;4;2;200;0.7707664553694474;0.060365220982350185;0.8920797317147524;0.0029591615391918206
751;True;balanced;entropy;;auto;4;5;200;0.7707664553694474;0.060365220982350185;0.8920797317147524;0.0029591615391918206
775;True;balanced;entropy;;sqrt;4;2;200;0.7707664553694474;0.060365220982350185;0.8920797317147524;0.0029591615391918206
778;True;balanced;entropy;;sqrt;4;5;200;0.7707664553694474;0.060365220982350185;0.8920797317147524;0.0029591615391918206
803;True;balanced;entropy;;log2;4;2;300;0.7707454540447971;0.059626063986495004;0.8857526180021746;0.0035317246745523094
806;True;balanced;entropy;;log2;4;5;300;0.7707454540447971;0.059626063986495004;0.8857526180021746;0.0035317246745523094
1900;False;balanced;entropy;10;sqrt;2;2;200;0.7707096748153887;0.06574349103959612;0.8883964567175082;0.004875676624798818
1873;False;balanced;entropy;10;auto;2;2;200;0.7707096748153887;0.06574349103959612;0.8883964567175082;0.004875676624798818
910;True;balanced;entropy;10;auto;4;2;200;0.770632744167832;0.0721063910320139;0.8560526261831403;0.00341328063515804
913;True;balanced;entropy;10;auto;4;5;200;0.770632744167832;0.0721063910320139;0.8560526261831403;0.00341328063515804
937;True;balanced;entropy;10;sqrt;4;2;200;0.770632744167832;0.0721063910320139;0.8560526261831403;0.00341328063515804
940;True;balanced;entropy;10;sqrt;4;5;200;0.770632744167832;0.0721063910320139;0.8560526261831403;0.00341328063515804
1631;False;balanced;gini;10;auto;2;2;300;0.7705750391435148;0.06565720718823992;0.8964365229347099;0.0038519483016018264
1658;False;balanced;gini;10;sqrt;2;2;300;0.7705750391435148;0.06565720718823992;0.8964365229347099;0.0038519483016018264
550;True;balanced;gini;;log2;2;2;200;0.7704884504357983;0.058417944927314114;0.9392361744344988;0.001907441923615341
1529;False;balanced;gini;;log2;2;10;300;0.7704769618971047;0.06313848552166183;0.9599635390215875;0.003367464488497123
559;True;balanced;gini;;log2;4;2;200;0.7704546263287343;0.06519371964612651;0.881736995324423;0.003714761200361082
562;True;balanced;gini;;log2;4;5;200;0.7704546263287343;0.06519371964612651;0.881736995324423;0.003714761200361082
1913;False;balanced;entropy;10;sqrt;4;5;300;0.7703161968360719;0.06682038681630126;0.8723689182638891;0.0035368542930832255
1883;False;balanced;entropy;10;auto;4;2;300;0.7703161968360719;0.06682038681630126;0.8723689182638891;0.0035368542930832255
1910;False;balanced;entropy;10;sqrt;4;2;300;0.7703161968360719;0.06682038681630126;0.8723689182638891;0.0035368542930832255
1886;False;balanced;entropy;10;auto;4;5;300;0.7703161968360719;0.06682038681630126;0.8723689182638891;0.0035368542930832255
770;True;balanced;entropy;;sqrt;2;5;300;0.7703070429523151;0.06057750756092196;0.9452755208082622;0.0018203532113060705
743;True;balanced;entropy;;auto;2;5;300;0.7703070429523151;0.06057750756092196;0.9452755208082622;0.0018203532113060705
713;True;balanced;gini;10;log2;2;2;300;0.7703065928745703;0.07202253743575603;0.8722133830419064;0.0034598443127595983
699;True;balanced;gini;10;sqrt;4;10;100;0.7703033398582766;0.06816327902109108;0.8580306207749899;0.004189821288936559
672;True;balanced;gini;10;auto;4;10;100;0.7703033398582766;0.06816327902109108;0.8580306207749899;0.004189821288936559
765;True;balanced;entropy;;sqrt;2;2;100;0.7702164527128588;0.058803197257420906;0.9498648862998141;0.002234200141954574
738;True;balanced;entropy;;auto;2;2;100;0.7702164527128588;0.058803197257420906;0.9498648862998141;0.002234200141954574
800;True;balanced;entropy;;log2;2;10;300;0.7701398233609145;0.0636638952164696;0.9103112238079156;0.0029803815939848863
917;True;balanced;entropy;10;auto;4;10;300;0.7701319859129553;0.057148920751150155;0.8551082219142325;0.003551572990365003
944;True;balanced;entropy;10;sqrt;4;10;300;0.7701319859129553;0.057148920751150155;0.8551082219142325;0.003551572990365003
1509;False;balanced;gini;;sqrt;4;10;100;0.7701037202197688;0.05991230489061311;0.931470539887648;0.0038891543049296923
1482;False;balanced;gini;;auto;4;10;100;0.7701037202197688;0.05991230489061311;0.931470539887648;0.0038891543049296923
955;True;balanced;entropy;10;log2;2;2;200;0.7701033983685405;0.06271515148207403;0.866849427065018;0.0038370921382301004
700;True;balanced;gini;10;sqrt;4;10;200;0.7700979190406213;0.06366527781792512;0.8584637443492589;0.0028958044373608846
673;True;balanced;gini;10;auto;4;10;200;0.7700979190406213;0.06366527781792512;0.8584637443492589;0.0028958044373608846
549;True;balanced;gini;;log2;2;2;100;0.7700608011612331;0.06039309199451934;0.9389679957186031;0.0031378012408397314
554;True;balanced;gini;;log2;2;5;300;0.770000882769185;0.060345784218794565;0.9346141537478975;0.0025701662266348984
802;True;balanced;entropy;;log2;4;2;200;0.769921754786418;0.0650378734172543;0.8861647188629298;0.003994645087549407
805;True;balanced;entropy;;log2;4;5;200;0.769921754786418;0.0650378734172543;0.8861647188629298;0.003994645087549407
1760;False;balanced;entropy;;log2;1;5;300;0.7698843056611891;0.053203497673304664;0.9994701397494538;0.00025917958052001184
1636;False;balanced;gini;10;auto;2;10;200;0.7698660761648629;0.06305811554454385;0.8850230623337174;0.003410403007229526
1663;False;balanced;gini;10;sqrt;2;10;200;0.7698660761648629;0.06305811554454385;0.8850230623337174;0.003410403007229526
1888;False;balanced;entropy;10;auto;4;10;200;0.7697598482791042;0.06658322552474173;0.8703655262514941;0.003716196667746242
1915;False;balanced;entropy;10;sqrt;4;10;200;0.7697598482791042;0.06658322552474173;0.8703655262514941;0.003716196667746242
1527;False;balanced;gini;;log2;2;10;100;0.7697325479531867;0.06575025981202677;0.9597130194965736;0.0027350309937390254
1516;False;balanced;gini;;log2;1;5;200;0.7696664620755517;0.05630010464891303;0.9993340851738388;0.0002985724595956016
928;True;balanced;entropy;10;sqrt;2;2;200;0.7696515008306655;0.06474808769297684;0.8739502402312821;0.0027074139023735406
901;True;balanced;entropy;10;auto;2;2;200;0.7696515008306655;0.06474808769297684;0.8739502402312821;0.0027074139023735406
897;True;balanced;entropy;10;auto;1;10;100;0.7696486143220802;0.06965603141410093;0.869992685444268;0.003756797587765402
924;True;balanced;entropy;10;sqrt;1;10;100;0.7696486143220802;0.06965603141410093;0.869992685444268;0.003756797587765402
1901;False;balanced;entropy;10;sqrt;2;2;300;0.7696369720877423;0.06691394733284332;0.8888650781808514;0.004569152045153514
